userId,movieId,rating,comment
393,208,4.5,=))))))))))))
291,550,4.0,ok
160,279,3.5,ok
108,44,4.0,pretty good
474,118,5.0,the best
415,500,4.0,Everyone can consider watching it
430,160,2.0,ncc
182,105,2.0,worst movies of all time
425,498,4.0,ok
301,182,3.0,ok
227,290,3.0,ok
421,24,3.0,Everyone can consider watching it
185,58,3.0,ok
190,315,4.0,pretty good
275,435,4.0,Everyone can consider watching it
377,390,3.0,ok
314,287,5.0,The best movie I've ever watched =))
431,126,4.0,Everyone can consider watching it
377,401,4.0,ok
211,343,4.0,Everyone can consider watching it
16,86,2.0,no good =((
216,463,3.0,pretty good
91,153,3.0,ok
209,23,2.0,ncc
135,361,5.0,the best
364,379,3.0,ok
105,50,3.0,ok
41,78,3.0,pretty good
152,38,3.0,Everyone can consider watching it
222,200,3.0,pretty good
500,391,3.0,pretty good
438,260,3.0,ok
167,146,3.0,pretty good
376,122,4.0,Everyone can consider watching it
321,524,4.0,pretty good
383,181,3.0,ok
279,267,4.0,ok
73,536,3.0,pretty good
494,392,4.0,pretty good
148,501,4.0,ok
374,315,4.0,ok
191,511,4.0,pretty good
65,562,3.0,Everyone can consider watching it
179,483,4.0,Everyone can consider watching it
205,331,3.0,ok
339,28,3.0,ok
390,343,3.0,pretty good
342,91,5.0,the best
491,376,2.5,i don't like this
148,147,5.0,The best movie I've ever watched =))
191,451,5.0,the best
338,466,4.0,ok
391,14,2.0,no good =((
322,489,4.0,Everyone can consider watching it
46,395,5.0,hay vcl
406,437,4.0,Everyone can consider watching it
20,324,4.5,the best
216,67,2.0,i don't like this
441,262,5.0,=))))))))))))
201,217,5.0,the best
385,495,4.5,the best
159,376,4.0,Everyone can consider watching it
275,256,4.0,ok
418,248,4.0,pretty good
264,323,3.0,ok
123,219,5.0,hay vcl
108,259,3.0,Everyone can consider watching it
112,320,4.0,Everyone can consider watching it
146,86,4.0,ok
301,255,4.0,Everyone can consider watching it
39,459,5.0,hay vcl
497,544,5.0,hay vcl
321,356,4.0,ok
7,11,5.0,hay vcl
115,197,4.0,ok
61,345,4.0,Everyone can consider watching it
159,23,4.0,pretty good
423,177,3.0,ok
35,519,5.0,hay vcl
158,134,1.0,i don't like this
176,458,4.0,Everyone can consider watching it
201,447,5.0,=))))))))))))
125,545,1.0,worst movies of all time
81,548,3.0,pretty good
456,488,5.0,=))))))))))))
139,333,2.5,worst movies of all time
330,154,4.0,pretty good
98,270,4.0,Everyone can consider watching it
325,287,3.5,Everyone can consider watching it
176,532,4.5,The best movie I've ever watched =))
18,536,5.0,The best movie I've ever watched =))
204,414,4.5,=))))))))))))
25,358,3.0,pretty good
202,436,3.5,pretty good
202,123,4.0,pretty good
48,40,4.0,ok
431,320,3.0,ok
210,487,4.0,Everyone can consider watching it
454,214,1.0,ncc
445,528,2.0,i don't like this
320,546,2.0,worst movies of all time
143,261,4.5,the best
273,263,4.0,pretty good
359,12,3.0,pretty good
424,302,2.5,i don't like this
241,427,2.5,i don't like this
128,199,3.5,pretty good
169,396,3.0,pretty good
375,11,4.5,hay vcl
269,476,2.5,no good =((
184,510,3.0,ok
458,463,4.0,pretty good
173,307,3.0,Everyone can consider watching it
244,93,1.0,ncc
293,343,2.5,i don't like this
16,255,3.0,Everyone can consider watching it
82,530,5.0,hay vcl
286,468,5.0,=))))))))))))
219,10,2.5,no good =((
99,74,2.0,no good =((
191,27,0.5,No review available
264,325,5.0,The best movie I've ever watched =))
181,518,3.0,ok
497,339,1.5,i don't like this
110,383,4.0,Everyone can consider watching it
145,99,1.0,ncc
330,357,2.0,worst movies of all time
113,521,3.0,ok
174,554,5.0,=))))))))))))
171,330,2.5,ncc
70,561,4.0,pretty good
190,52,3.5,pretty good
34,341,3.5,ok
205,266,5.0,the best
80,55,3.0,Everyone can consider watching it
233,529,1.0,worst movies of all time
305,542,2.0,i don't like this
204,422,0.5,No review available
219,335,3.0,ok
265,181,4.0,pretty good
340,117,2.0,ncc
440,370,4.0,Everyone can consider watching it
56,321,3.0,pretty good
133,213,2.5,worst movies of all time
41,258,1.0,i don't like this
236,102,4.0,Everyone can consider watching it
56,555,4.0,pretty good
490,335,3.0,pretty good
169,156,2.0,worst movies of all time
94,181,1.0,ncc
251,542,2.0,ncc
157,52,1.5,no good =((
270,154,1.5,worst movies of all time
328,131,2.0,i don't like this
164,117,4.5,The best movie I've ever watched =))
449,343,1.0,no good =((
183,504,4.0,Everyone can consider watching it
392,170,1.0,no good =((
137,346,1.0,ncc
164,4,3.5,ok
412,525,4.0,Everyone can consider watching it
21,26,4.0,pretty good
48,342,4.0,ok
422,377,3.5,pretty good
328,22,5.0,=))))))))))))
337,133,2.0,worst movies of all time
295,48,2.0,i don't like this
382,45,1.0,no good =((
230,384,2.0,i don't like this
499,546,1.0,i don't like this
64,22,5.0,the best
494,226,4.0,Everyone can consider watching it
327,471,3.0,pretty good
178,2,1.0,ncc
224,461,2.0,worst movies of all time
430,66,2.5,i don't like this
372,462,2.0,i don't like this
408,110,2.5,ncc
70,229,3.0,Everyone can consider watching it
461,142,3.0,pretty good
466,242,3.0,ok
218,269,0.5,No review available
271,347,1.0,worst movies of all time
497,210,3.5,pretty good
168,156,4.0,ok
484,186,2.0,no good =((
312,110,2.0,worst movies of all time
61,101,3.0,Everyone can consider watching it
358,400,3.5,Everyone can consider watching it
261,31,4.0,ok
329,175,4.0,pretty good
46,498,3.5,pretty good
209,512,1.0,no good =((
69,255,4.0,ok
438,27,3.0,Everyone can consider watching it
362,392,1.0,worst movies of all time
22,305,2.5,worst movies of all time
257,177,4.0,Everyone can consider watching it
383,10,1.0,ncc
167,361,3.0,ok
499,271,5.0,hay vcl
142,207,2.5,ncc
467,263,3.0,Everyone can consider watching it
222,178,3.0,pretty good
171,265,3.0,Everyone can consider watching it
321,341,3.0,ok
190,13,1.0,worst movies of all time
309,188,0.5,No review available
109,204,4.0,ok
239,172,3.0,pretty good
28,247,1.5,worst movies of all time
119,171,2.0,ncc
382,250,2.5,i don't like this
112,119,4.0,Everyone can consider watching it
483,465,3.0,ok
234,51,2.0,ncc
26,158,1.5,worst movies of all time
98,205,5.0,=))))))))))))
191,287,3.0,Everyone can consider watching it
227,373,5.0,=))))))))))))
157,331,2.0,ncc
147,118,4.0,ok
415,108,3.5,pretty good
366,428,3.0,Everyone can consider watching it
231,420,3.0,Everyone can consider watching it
177,335,2.0,no good =((
258,28,1.0,ncc
461,244,0.5,No review available
58,320,3.0,ok
447,49,4.0,Everyone can consider watching it
259,37,5.0,the best
380,277,2.5,no good =((
315,104,2.5,ncc
217,233,3.0,pretty good
95,325,2.5,worst movies of all time
79,200,1.5,ncc
216,320,3.0,pretty good
350,365,3.0,Everyone can consider watching it
93,11,2.0,i don't like this
253,486,3.0,ok
470,170,4.5,=))))))))))))
98,24,4.0,Everyone can consider watching it
39,181,4.0,ok
297,314,4.0,Everyone can consider watching it
315,200,4.5,the best
432,110,4.5,hay vcl
493,398,4.5,=))))))))))))
282,493,4.5,The best movie I've ever watched =))
253,540,4.5,the best
486,266,5.0,The best movie I've ever watched =))
11,78,5.0,the best
47,395,5.0,hay vcl
376,494,4.0,ok
204,268,3.5,ok
39,493,3.0,Everyone can consider watching it
341,376,4.0,Everyone can consider watching it
8,268,5.0,hay vcl
63,375,2.5,worst movies of all time
332,1,5.0,the best
399,481,2.0,i don't like this
265,29,2.0,ncc
53,243,5.0,=))))))))))))
5,422,5.0,hay vcl
194,320,3.5,ok
464,521,2.5,no good =((
171,452,0.5,No review available
388,363,4.5,the best
141,483,0.5,No review available
40,194,0.5,No review available
499,449,5.0,The best movie I've ever watched =))
301,345,4.0,ok
184,460,5.0,=))))))))))))
136,531,4.0,ok
24,83,3.0,ok
68,424,4.5,hay vcl
457,2,4.5,the best
416,49,3.0,pretty good
212,360,4.0,ok
37,448,3.0,pretty good
434,514,3.0,Everyone can consider watching it
390,14,2.0,ncc
362,166,4.0,Everyone can consider watching it
151,247,3.0,ok
364,161,5.0,hay vcl
218,230,5.0,hay vcl
23,388,3.0,pretty good
479,390,3.0,pretty good
319,192,4.0,Everyone can consider watching it
131,443,2.0,worst movies of all time
152,289,3.0,ok
333,455,2.0,i don't like this
295,488,3.0,pretty good
87,198,4.0,pretty good
13,421,4.0,ok
102,475,3.0,ok
383,141,3.0,pretty good
193,347,4.0,Everyone can consider watching it
63,79,3.0,Everyone can consider watching it
98,166,4.0,Everyone can consider watching it
453,366,3.0,pretty good
106,3,3.0,ok
107,160,4.0,Everyone can consider watching it
418,323,3.0,pretty good
122,45,4.0,ok
160,209,3.0,ok
169,471,4.0,pretty good
377,407,3.0,Everyone can consider watching it
20,219,3.0,pretty good
290,522,3.0,pretty good
121,369,3.0,ok
321,292,3.0,pretty good
314,511,3.0,ok
197,103,3.0,ok
40,325,3.0,Everyone can consider watching it
408,507,3.0,Everyone can consider watching it
350,450,5.0,=))))))))))))
72,300,5.0,hay vcl
139,533,3.0,pretty good
379,217,3.0,ok
102,415,1.0,worst movies of all time
186,487,3.0,ok
266,482,3.0,pretty good
429,171,3.0,pretty good
74,104,4.0,Everyone can consider watching it
366,183,3.0,ok
91,139,3.0,Everyone can consider watching it
478,348,3.0,pretty good
446,171,3.0,pretty good
393,505,3.0,ok
413,281,5.0,the best
350,207,3.0,ok
395,346,4.0,pretty good
100,92,3.0,pretty good
154,162,3.0,pretty good
100,400,3.0,Everyone can consider watching it
439,433,3.0,pretty good
449,191,2.0,worst movies of all time
339,395,4.0,Everyone can consider watching it
103,386,3.0,ok
354,313,3.0,pretty good
68,139,3.0,Everyone can consider watching it
294,237,3.0,ok
253,91,4.0,ok
287,24,3.0,Everyone can consider watching it
498,298,3.0,Everyone can consider watching it
396,251,3.0,pretty good
291,405,5.0,=))))))))))))
376,357,3.0,Everyone can consider watching it
54,161,3.0,Everyone can consider watching it
389,550,3.0,pretty good
399,127,3.0,ok
384,506,4.0,pretty good
201,160,3.0,ok
81,15,3.0,pretty good
128,48,4.0,pretty good
415,514,4.0,pretty good
147,35,4.0,ok
398,538,5.0,The best movie I've ever watched =))
245,285,3.0,ok
349,27,2.0,no good =((
397,259,1.0,i don't like this
287,548,4.0,pretty good
309,511,2.0,worst movies of all time
434,374,2.0,i don't like this
421,340,3.0,ok
3,432,4.0,ok
116,176,3.0,pretty good
232,27,3.0,pretty good
387,169,3.0,ok
143,136,3.0,pretty good
246,504,3.0,Everyone can consider watching it
402,90,2.0,ncc
326,127,3.0,pretty good
485,201,4.0,Everyone can consider watching it
25,503,4.0,Everyone can consider watching it
146,500,5.0,The best movie I've ever watched =))
215,86,3.0,pretty good
306,442,3.0,pretty good
403,216,4.0,ok
361,520,4.0,ok
498,19,3.0,Everyone can consider watching it
285,304,4.0,pretty good
476,381,5.0,hay vcl
488,298,1.0,worst movies of all time
305,212,3.0,Everyone can consider watching it
186,251,1.0,no good =((
198,513,3.0,Everyone can consider watching it
212,343,3.0,Everyone can consider watching it
100,322,5.0,=))))))))))))
278,257,4.0,Everyone can consider watching it
148,12,5.0,the best
96,417,3.0,pretty good
471,515,3.0,ok
301,271,4.0,Everyone can consider watching it
291,225,5.0,hay vcl
33,248,3.0,Everyone can consider watching it
93,190,3.0,pretty good
474,169,4.0,Everyone can consider watching it
140,375,3.0,Everyone can consider watching it
112,314,4.0,pretty good
15,402,3.0,pretty good
129,407,3.0,pretty good
427,136,3.0,Everyone can consider watching it
428,252,4.0,Everyone can consider watching it
447,52,3.0,pretty good
434,8,3.0,ok
265,96,3.0,Everyone can consider watching it
315,149,3.0,ok
200,277,5.0,hay vcl
250,291,5.0,=))))))))))))
81,80,4.0,Everyone can consider watching it
14,195,3.0,Everyone can consider watching it
472,384,3.0,pretty good
46,444,3.0,ok
396,406,3.0,Everyone can consider watching it
402,87,3.0,Everyone can consider watching it
440,475,3.0,Everyone can consider watching it
7,426,1.0,i don't like this
350,233,4.0,Everyone can consider watching it
182,405,3.0,ok
142,184,3.0,pretty good
70,456,3.0,Everyone can consider watching it
416,307,3.0,ok
184,291,3.0,pretty good
95,444,3.0,pretty good
321,94,3.0,pretty good
178,366,3.0,pretty good
15,50,3.0,pretty good
382,413,3.0,pretty good
30,314,4.0,pretty good
171,508,4.0,ok
341,82,3.0,ok
60,355,3.0,Everyone can consider watching it
121,305,3.0,Everyone can consider watching it
271,68,3.0,pretty good
257,125,3.0,ok
152,193,3.0,Everyone can consider watching it
492,481,3.0,Everyone can consider watching it
250,87,3.0,pretty good
41,30,4.0,Everyone can consider watching it
289,45,4.0,Everyone can consider watching it
482,201,4.0,Everyone can consider watching it
385,31,5.0,The best movie I've ever watched =))
91,493,4.0,ok
331,277,3.0,pretty good
371,114,3.0,pretty good
276,543,3.0,pretty good
456,486,2.0,ncc
249,314,4.0,pretty good
18,382,1.0,ncc
273,498,2.0,no good =((
191,132,1.0,worst movies of all time
143,23,3.0,ok
155,20,4.0,Everyone can consider watching it
174,426,3.0,pretty good
397,82,3.0,ok
344,160,5.0,The best movie I've ever watched =))
425,418,3.0,pretty good
19,183,3.0,ok
246,150,3.0,ok
500,346,4.0,Everyone can consider watching it
450,344,1.0,worst movies of all time
419,526,5.0,hay vcl
103,546,2.0,no good =((
176,508,1.0,i don't like this
374,185,3.0,Everyone can consider watching it
338,49,4.0,pretty good
361,427,3.0,ok
136,69,5.0,=))))))))))))
489,433,5.0,=))))))))))))
32,356,4.0,Everyone can consider watching it
30,289,3.0,ok
255,163,4.0,pretty good
498,506,4.0,Everyone can consider watching it
87,20,3.0,ok
415,509,4.0,ok
305,398,3.0,ok
344,161,3.0,Everyone can consider watching it
351,98,1.0,ncc
146,191,3.0,ok
360,364,3.0,ok
221,66,3.0,ok
492,563,4.0,Everyone can consider watching it
465,472,3.0,pretty good
261,1,4.0,ok
125,23,5.0,The best movie I've ever watched =))
369,477,5.0,The best movie I've ever watched =))
270,178,3.0,Everyone can consider watching it
31,12,4.0,Everyone can consider watching it
451,427,4.0,Everyone can consider watching it
72,402,3.0,pretty good
429,435,3.0,Everyone can consider watching it
452,537,3.0,Everyone can consider watching it
262,15,4.0,ok
125,357,3.0,pretty good
155,163,4.0,ok
158,491,3.0,Everyone can consider watching it
37,52,3.5,ok
413,533,2.5,ncc
184,68,3.5,Everyone can consider watching it
150,71,3.5,pretty good
231,311,2.0,i don't like this
51,116,3.0,ok
403,433,4.0,Everyone can consider watching it
130,235,2.5,no good =((
14,296,1.0,worst movies of all time
197,431,0.5,No review available
378,431,3.5,Everyone can consider watching it
265,186,4.5,=))))))))))))
202,383,2.0,worst movies of all time
196,319,3.5,pretty good
403,89,1.0,worst movies of all time
389,180,4.0,Everyone can consider watching it
28,222,4.5,hay vcl
264,66,3.0,Everyone can consider watching it
374,481,5.0,the best
485,142,3.0,pretty good
148,297,2.5,no good =((
268,96,3.5,Everyone can consider watching it
28,530,2.0,ncc
257,562,4.0,pretty good
433,414,0.5,No review available
319,199,4.0,ok
416,265,4.0,Everyone can consider watching it
263,546,3.0,pretty good
303,246,3.0,ok
158,337,4.0,ok
10,164,4.0,pretty good
194,362,3.0,ok
221,470,3.0,ok
181,75,4.0,Everyone can consider watching it
236,396,3.0,ok
257,245,4.0,pretty good
366,427,4.0,ok
337,43,2.0,no good =((
169,513,3.0,Everyone can consider watching it
191,201,2.0,ncc
56,305,3.0,Everyone can consider watching it
34,401,3.0,ok
98,174,3.0,ok
237,102,3.0,Everyone can consider watching it
239,235,3.0,Everyone can consider watching it
65,43,3.0,pretty good
190,168,4.0,ok
121,162,4.0,pretty good
29,378,3.0,pretty good
64,51,3.0,ok
91,200,3.0,Everyone can consider watching it
93,254,3.0,pretty good
274,34,3.0,pretty good
302,552,3.0,ok
49,170,3.0,ok
467,250,3.0,ok
288,6,4.0,pretty good
430,73,5.0,=))))))))))))
342,201,3.0,ok
61,337,3.0,pretty good
495,89,3.0,pretty good
341,361,3.0,pretty good
464,349,3.0,ok
11,194,4.0,Everyone can consider watching it
218,292,3.0,pretty good
219,334,4.0,Everyone can consider watching it
495,535,3.0,Everyone can consider watching it
409,58,3.0,ok
170,556,3.0,Everyone can consider watching it
300,276,2.0,i don't like this
396,416,4.5,the best
487,174,2.0,i don't like this
38,557,3.5,Everyone can consider watching it
179,514,2.0,i don't like this
109,544,3.0,ok
378,192,3.0,Everyone can consider watching it
53,262,1.0,i don't like this
398,286,4.5,hay vcl
91,487,1.5,ncc
232,317,2.0,no good =((
102,282,2.5,worst movies of all time
110,353,2.0,worst movies of all time
156,440,2.0,ncc
93,397,5.0,the best
93,265,3.0,pretty good
223,59,2.0,no good =((
335,252,3.5,Everyone can consider watching it
84,335,2.5,worst movies of all time
41,184,4.5,hay vcl
360,109,4.5,=))))))))))))
447,124,2.5,worst movies of all time
138,409,4.5,hay vcl
194,132,5.0,the best
313,497,3.0,pretty good
489,121,4.0,pretty good
172,501,1.0,worst movies of all time
58,35,2.0,ncc
307,161,4.5,the best
206,512,4.5,the best
39,58,3.0,Everyone can consider watching it
16,464,3.5,ok
200,31,3.5,ok
172,200,4.0,ok
103,423,1.5,worst movies of all time
249,117,3.5,Everyone can consider watching it
190,61,4.0,ok
486,313,3.5,ok
438,436,4.5,=))))))))))))
494,288,4.0,pretty good
386,320,3.5,ok
296,20,4.0,pretty good
472,271,4.0,pretty good
467,234,3.5,pretty good
328,489,3.5,Everyone can consider watching it
79,529,5.0,hay vcl
412,17,3.5,pretty good
391,370,3.0,ok
369,207,4.0,pretty good
286,76,2.5,ncc
242,498,3.5,pretty good
106,303,4.0,Everyone can consider watching it
424,545,4.0,pretty good
58,537,4.5,The best movie I've ever watched =))
72,517,4.5,The best movie I've ever watched =))
352,75,4.0,ok
443,112,4.0,pretty good
259,384,4.0,ok
40,443,3.5,ok
116,491,2.5,ncc
285,195,4.5,hay vcl
430,64,4.0,ok
430,183,3.5,ok
56,511,5.0,the best
200,50,4.5,hay vcl
33,60,4.5,The best movie I've ever watched =))
229,85,4.0,ok
284,529,4.5,The best movie I've ever watched =))
403,135,4.0,pretty good
2,94,3.5,ok
61,184,3.5,ok
328,383,3.5,pretty good
312,419,3.5,Everyone can consider watching it
239,368,3.5,ok
401,45,3.5,ok
428,24,3.5,pretty good
421,501,3.0,Everyone can consider watching it
171,477,4.5,hay vcl
455,149,4.5,The best movie I've ever watched =))
345,142,4.5,the best
276,260,4.5,=))))))))))))
203,362,3.5,pretty good
12,111,3.5,Everyone can consider watching it
71,326,4.5,the best
145,306,2.5,no good =((
75,194,3.0,ok
453,90,3.5,Everyone can consider watching it
140,211,4.0,pretty good
306,562,3.5,Everyone can consider watching it
196,217,4.5,The best movie I've ever watched =))
64,495,4.5,hay vcl
189,106,3.0,pretty good
7,117,4.0,Everyone can consider watching it
232,155,2.5,no good =((
160,469,4.5,The best movie I've ever watched =))
245,246,4.5,hay vcl
409,201,5.0,the best
67,282,3.0,pretty good
203,139,4.0,Everyone can consider watching it
219,470,3.0,ok
328,175,3.0,ok
84,206,4.0,ok
281,363,5.0,hay vcl
387,117,3.0,ok
53,255,4.0,pretty good
76,523,4.0,Everyone can consider watching it
359,541,3.0,ok
116,466,3.0,ok
392,488,3.0,ok
362,96,3.0,ok
381,108,4.0,Everyone can consider watching it
271,403,3.0,ok
466,405,4.0,ok
180,153,3.0,Everyone can consider watching it
355,500,2.0,ncc
404,86,3.0,ok
55,394,5.0,hay vcl
269,342,4.5,hay vcl
384,382,4.5,the best
304,387,4.5,=))))))))))))
350,108,0.5,No review available
306,283,4.5,hay vcl
227,154,3.5,Everyone can consider watching it
7,336,2.5,worst movies of all time
163,20,3.5,pretty good
194,180,0.5,No review available
62,181,4.0,pretty good
441,412,4.5,The best movie I've ever watched =))
406,341,2.0,worst movies of all time
267,387,3.0,pretty good
328,456,3.0,Everyone can consider watching it
213,61,3.5,pretty good
90,303,2.5,no good =((
377,126,1.0,i don't like this
90,172,3.5,pretty good
464,192,3.5,ok
229,77,4.0,pretty good
137,472,5.0,=))))))))))))
96,479,4.0,ok
82,552,4.0,pretty good
75,161,5.0,=))))))))))))
50,460,4.0,pretty good
203,518,5.0,The best movie I've ever watched =))
344,378,5.0,hay vcl
497,23,4.0,pretty good
218,163,5.0,=))))))))))))
5,251,4.0,pretty good
64,320,2.0,no good =((
397,281,4.0,pretty good
196,239,4.0,pretty good
175,550,4.0,Everyone can consider watching it
411,117,4.0,ok
179,13,5.0,The best movie I've ever watched =))
44,274,2.0,ncc
62,347,5.0,hay vcl
233,471,4.0,pretty good
306,471,4.0,Everyone can consider watching it
332,335,2.0,no good =((
150,560,4.0,ok
43,388,3.0,pretty good
374,57,3.0,pretty good
401,229,4.0,pretty good
334,195,5.0,The best movie I've ever watched =))
63,81,5.0,The best movie I've ever watched =))
32,352,2.0,worst movies of all time
203,146,4.0,ok
480,449,2.0,worst movies of all time
346,19,4.0,Everyone can consider watching it
195,401,5.0,=))))))))))))
62,4,4.0,ok
137,284,3.0,ok
83,484,4.0,ok
167,299,5.0,the best
467,192,3.0,Everyone can consider watching it
218,53,5.0,the best
330,511,1.0,ncc
126,132,4.0,ok
429,258,4.0,Everyone can consider watching it
459,436,2.0,worst movies of all time
23,102,3.0,ok
301,79,2.0,worst movies of all time
417,246,2.0,ncc
28,160,4.0,ok
439,297,2.0,i don't like this
113,466,2.0,i don't like this
150,545,4.0,Everyone can consider watching it
178,442,3.0,Everyone can consider watching it
426,255,4.0,Everyone can consider watching it
336,114,4.0,ok
396,164,4.0,Everyone can consider watching it
274,490,5.0,=))))))))))))
159,31,1.0,i don't like this
92,338,5.0,hay vcl
391,383,5.0,hay vcl
342,252,4.0,ok
52,263,5.0,hay vcl
236,269,5.0,=))))))))))))
473,302,5.0,The best movie I've ever watched =))
166,216,5.0,the best
188,218,4.0,ok
25,508,5.0,=))))))))))))
389,7,4.0,pretty good
31,473,3.0,ok
90,362,4.0,pretty good
163,7,3.0,Everyone can consider watching it
88,434,4.0,pretty good
259,45,4.0,pretty good
463,105,4.0,ok
433,79,4.0,ok
91,367,4.0,Everyone can consider watching it
270,483,5.0,The best movie I've ever watched =))
341,178,2.0,i don't like this
313,398,2.0,ncc
352,247,4.0,pretty good
178,369,4.0,Everyone can consider watching it
82,489,2.0,no good =((
374,274,5.0,=))))))))))))
32,522,4.0,pretty good
214,298,4.0,Everyone can consider watching it
353,10,4.0,ok
177,431,4.0,ok
239,530,5.0,=))))))))))))
306,127,5.0,hay vcl
275,106,4.0,pretty good
61,407,4.0,Everyone can consider watching it
199,117,4.0,Everyone can consider watching it
70,171,4.0,ok
377,436,5.0,the best
105,234,4.0,ok
130,138,4.0,pretty good
373,125,4.0,pretty good
134,387,4.0,pretty good
258,340,4.0,ok
304,375,4.0,pretty good
219,445,5.0,the best
250,403,5.0,hay vcl
436,313,5.0,The best movie I've ever watched =))
483,555,4.0,Everyone can consider watching it
154,261,2.0,ncc
451,68,2.0,no good =((
180,25,5.0,the best
41,454,3.0,pretty good
484,65,2.0,ncc
444,349,4.0,pretty good
401,510,4.0,pretty good
489,122,4.0,ok
236,206,3.0,Everyone can consider watching it
54,395,4.0,pretty good
225,191,4.0,pretty good
107,425,4.0,ok
437,33,5.0,=))))))))))))
16,72,4.0,pretty good
385,93,3.0,Everyone can consider watching it
497,508,4.0,pretty good
355,518,2.0,ncc
457,41,5.0,hay vcl
141,550,5.0,The best movie I've ever watched =))
295,312,4.0,pretty good
448,396,4.0,pretty good
229,66,3.0,Everyone can consider watching it
492,120,5.0,The best movie I've ever watched =))
58,362,4.0,pretty good
485,480,4.0,ok
199,521,5.0,hay vcl
347,7,3.0,ok
280,364,5.0,the best
139,484,2.0,ncc
326,277,3.0,pretty good
354,562,4.0,Everyone can consider watching it
57,193,4.5,=))))))))))))
349,182,3.5,pretty good
404,210,4.5,hay vcl
420,534,4.5,hay vcl
424,423,4.0,ok
76,404,3.5,pretty good
53,89,4.0,pretty good
189,188,5.0,=))))))))))))
27,258,4.0,ok
342,236,4.0,Everyone can consider watching it
26,31,4.0,ok
98,100,3.0,ok
238,50,5.0,=))))))))))))
405,331,5.0,the best
